"","Date","Price","Text","bing_score","nrc_score","afin_score"
"4405",2012-12-20,110.57," mandideren i will ",0,0,0
"4406",2012-12-20,110.57,"congratulations to all the trump missuniverse contestants who came from across the world you did great and made us all proud ",3,1,7
"4407",2012-12-20,110.57,"you get what you vote for us credit rating is about to be downgraded once again ",0,0,0
"4408",2012-12-20,110.57," roncharles vanityfair kbandersen which magazine went bust under carter and as i predicted ",-1,0,0
"4409",2012-12-20,110.57," greenerag i agree on both counts ",0,1,1
"4410",2012-12-20,110.57," the biggest doers often suffer the biggest setbacks in life ",-2,-1,-2
"4411",2012-12-20,110.57," moruagabriel thanks ",0,0,2
"4412",2012-12-20,110.57," oxsapphirexo vanityfair no that dope graydon carter has hit on me for years his magazines always fail see spy ",-2,-1,-3
"4413",2012-12-20,110.57,"when i bought the missuniverse pageant years ago it was on life support ",1,0,2
"4414",2012-12-20,110.57," klisitsin the art of the deal ",0,2,0
"4415",2012-12-20,110.57," so if you want to aim high you have to have the guts to handle the inevitable bumps in the road think big",-2,1,2
"4416",2012-12-20,110.57," jnorr good reason for a celebration ",1,3,3
"4417",2012-12-20,110.57," chidrole hi john",0,-1,0
"4418",2012-12-20,110.57," danforsley vanityfair wrong graydon carter has no talent and looks like shit also his food sucks ",-2,0,-8
"4419",2012-12-20,110.57," kevinkuhn vanityfair thanks kevin i tell the truth ",0,1,2
"4420",2012-12-20,110.57,"ratings for missuniverse pageant were highest in years nbc likes me and i like them ",1,0,4
"4421",2012-12-20,110.57," i find hope in the darkest of days and focus in the brightest dalai lama",1,2,2
"4422",2012-12-20,110.57," krystiandior the apprentice will be great ",0,0,3
"4423",2012-12-20,110.57,"china is robbing us blind in trade deficits and stealing our jobs yet our leaders are claiming progress ",-1,-1,1
"4424",2012-12-20,110.57,"watch missusa olivia culpo crowned as missuniverse in the trump missuniverse pageant ",1,0,0
"4425",2012-12-20,110.57," random you can and you will work hard ",-1,0,-1
"4426",2012-12-20,110.57," candicebazuin bravoandy giulianarancic they were both terrific ",1,0,4
"4427",2012-12-20,110.57," cement mixa kevin congrats you are a winner ",1,1,6
"4428",2012-12-20,110.57," pokerswayne vanityfair very wrong dopey ",-1,-1,-2
"4429",2012-12-20,110.57," jimrobbins vanityfair i don t graydon carter sends it to me free ",1,1,1
"4430",2012-12-20,110.57," mdslhrst good move ",0,1,3
"4431",2012-12-21,109.13," leahnelbulos happy birthday leah",1,2,3
"4432",2012-12-21,109.13," mikecosgrove thanks and good luck ",1,2,8
"4433",2012-12-21,109.13," miss universe ratings million viewers best since ",-1,0,1
"4434",2012-12-21,109.13," crlindke true ",0,0,2
"4435",2012-12-21,109.13," hyperspaceit thanks huffingtonpost is a total joke just like ariannahuff ",-1,-1,6
"4436",2012-12-21,109.13," deals are my art form i like making deals preferably big deals the art of the deal",1,2,3
"4437",2012-12-21,109.13," joey moneyracks thanks joey ",0,0,2
"4438",2012-12-21,109.13," work hard play hard and live to the hilt think like a billionaire",-2,0,1
"4439",2012-12-21,109.13," nc ww he is a loser who will self destruct just like rosie ",-1,0,-1
"4440",2012-12-21,109.13," alleecatt thanks allison ",0,0,2
"4441",2012-12-21,109.13,"there is no better place in the world to spend christmas than mar a lago ",-1,-1,1
"4442",2012-12-21,109.13," lovechild thanks lisa",0,0,2
"4443",2012-12-21,109.13," trondbertil thank you ",0,0,2
"4444",2012-12-21,109.13," jaimeennis examinercom thanks jaime happy holidays",1,1,5
"4445",2012-12-21,109.13," rosie if america s got talent uses you the show will fail like all your others ",0,1,0
"4446",2012-12-21,109.13,"how is vanityfair editor graydon carter allowed to run bad food restaurant beatrice inn fire graydon ",-1,0,-5
"4447",2012-12-21,109.13," susanmahoneyxo thank you susan ",0,0,2
"4448",2012-12-21,109.13," mstang i hope so ",0,1,2
"4449",2012-12-21,109.13," donald trump to build trump towers complex in rio de janeiro ",1,1,0
"4450",2012-12-21,109.13," psu brush zigmanfreud thanks matt ",0,0,2
"4451",2012-12-21,109.13,"dopey rosie i never went bankrupt abc already apologized to me for your stupid statement in the past they didn t want a lawsuit ",-2,-2,-7
"4452",2012-12-21,109.13," nbc really happy with how well the missuniverse pageant went ",1,1,3
"4453",2012-12-21,109.13,"washington is in total gridlock no trust no leadership very interesting ",1,1,2
"4454",2012-12-23,109.13," skyhawk rosie i agree ",0,1,1
"4455",2012-12-23,109.13," earther sounds like the best place ",0,0,5
"4456",2012-12-23,109.13," reighnseed thanks ",0,0,2
"4457",2012-12-23,109.13," lin yes regis is the best ",0,0,4
"4458",2012-12-24,108.44,"from my family to yours i want to wish you all a very merry christmas ",1,1,5
"4459",2012-12-26,110.72,"watching these politicians trying to get a deal done is truly painful republicans are in a much stronger position than they think ",0,0,2
"4460",2012-12-26,110.72,"congratulations to flgovscott the state is really making progress and fast ",3,1,4
"4461",2012-12-26,110.72,"my monday foxandfriends interview discussing the fiscal cliff negotiations making the big deal and who has the cards ",0,1,1
"4462",2012-12-26,110.72," donald trump gop has nuclear weapon in fiscal cliff negotiation but they don t know it ",1,1,0
"4463",2012-12-26,110.72,"must read wsj column by senator phil gramm the multiple distortions of wind subsidies ",0,0,0
"4464",2012-12-26,110.72," i m a great believer in asking everyone for an opinion before i make a decision it s a natural reflex the art of the deal",0,2,4
"4465",2012-12-27,110.04,"when renovations are completed trump national doral will be the finest resort in the u s ",2,0,0
"4466",2012-12-27,110.04,"back by popular demand the fabulous liljon returns to the record setting th season of all star celebapprentice the fans love him ",4,1,9
"4467",2012-12-27,110.04,"it s thursday how much time did washington waste today trying to find a solution on the so called fiscal cliff ",-1,0,0
"4468",2012-12-27,110.04," macmiller s donald trump ",1,0,0
"4469",2012-12-27,110.04,"republicans remember debt ceiling debt ceiling debt ceiling be smart and you will win ",-1,-1,3
"4470",2012-12-27,110.04,"i hate hearing after all of the hard work that mittromney never wanted to become president ",-2,-1,-4
"4471",2012-12-27,110.04,"i told the republicans the debt ceiling talks should come before election amp we would have a republican president they wouldn t listen ",-1,0,-2
"4472",2012-12-28,110.05,"my gretawire interview re how the debt ceiling is key point the fiscal curb amp why we must amp can make a great deal ",-1,0,1
"4473",2012-12-28,110.05," jessetmaguire alkapranos even more thanks ",0,0,2
"4474",2012-12-28,110.05,"the republicans once again hold all the cards with the debt ceiling they can get everything they want focus ",-1,0,-1
"4475",2012-12-28,110.05," nyclights i hope so ",0,1,2
"4476",2012-12-28,110.05,"sorry to hear of yesterday s passing of general norman schwarzkopf he was a terrific general and leader we could use more like him ",1,2,5
"4477",2012-12-28,110.05," to be successful you must become very good at finding creative solutions to what appear to be impossible problems think big",1,2,8
"4478",2012-12-28,110.05," mjtis yes ",0,0,1
"4479",2012-12-28,110.05," nicholas lipton march rd ",0,1,0
"4480",2012-12-28,110.05," limka jess wiliem thank you ",0,0,2
"4481",2012-12-28,110.05,"any deal completed before the fiscal curb must have tangible cuts on expenditures in baseline spending so we can get our credit back ",0,2,-1
"4482",2012-12-28,110.05," mayorgas good ",0,1,3
"4483",2012-12-28,110.05,"i always enjoy watching young entrepreneurs enter the business world i can tell who reads my books and who doesn t midastouch",1,2,2
"4484",2012-12-28,110.05," its nicca giulianarancic missuniverse she was great ",0,0,3
"4485",2012-12-28,110.05," lin yes he is a great guy ",0,0,4
"4486",2012-12-28,110.05,"spolier alert the record setting th season of all star celebapprentice also features the return of previous winners in the boardroom ",1,1,-1
"4487",2012-12-28,110.05," true courage is being afraid and going ahead and doing your job anyhow that s what courage is gen norman schwarzkopf ",1,2,2
"4488",2012-12-28,110.05," opus thanks it s a wonderful place to be and happy new year ",2,2,9
"4489",2012-12-28,110.05,"once again obama is going to lose on another prospective nomination chuck hagel will not be named sec of defense amp probably shouldn t be ",-1,1,0
"4490",2012-12-28,110.05," kryssitoocool thank you ",0,0,2
"4491",2012-12-28,110.05," ptlyons thank you wishing you and yours a happy new year too ",1,1,6
"4492",2012-12-28,110.05,"obama wants taxes to go up so he can take credit for lowering them next year ",0,0,0
"4493",2012-12-28,110.05," mikeyadamsweei thanks and happy new year to you ",1,1,5
"4494",2012-12-28,110.05," phillykayman the art of the deal is a good start ",0,3,3
"4495",2012-12-28,110.05,"visiting new york city make sure to skate in the world famous trump rink in central park ",2,1,0
"4496",2012-12-28,110.05," wandasalley thanks have fun ",1,1,6
"4497",2012-12-28,110.05," earther sounds nice and thanks happy new year to you and yours ",2,1,8
"4498",2012-12-28,110.05," mattmaddix good luck ",1,2,6
"4499",2012-12-28,110.05," leverage don t make deals without it the art of the deal",1,4,0
"4500",2012-12-28,110.05," sixela liljon celebapprentice raising large sums of money for charities and they do a great job ",0,2,3
"4501",2012-12-28,110.05," you have to set higher and higher goals you have to want more or you will start slipping backwards fast think big",1,-1,2
"4502",2012-12-28,110.05,"raising the capital gains tax in this fragile economic time is the dumbest thing washington could do so they will probably do it ",0,-2,2
"4503",2012-12-28,110.05," donald trump on fiscal cliff and obama ",1,0,0
"4504",2013-01-01,110.05,"obama and the democrats are laughing at the deal they just made the republicans got nothing ",0,2,1
"4505",2013-01-01,110.05,"what is mitch mcconnell thinking make the big deal ",0,1,1
"4506",2013-01-01,110.05,"i am a republican but the republicans may be the worst negotiators in history ",-1,0,-3
"4507",2013-01-01,110.05,"maybe boehner will stop this one sided deal in the house i hope so ",0,2,1
"4508",2013-01-02,112.98,"the party of the year in palm beach was the new year s eve celebration at the mar a lago club it was amazing ",1,0,4
"4509",2013-01-02,112.98," i always follow my own instincts but i am not going to kid you it s also nice to get good reviews the art of the deal",1,3,6
"4510",2013-01-02,112.98," gop s election loss and failed negotiations will serve as a case study in how third parties come about ",-2,-2,-5
"4511",2013-01-02,112.98,"medicare payments have become so unpredictable that record amount of doctors are now leaving ",-1,-1,0
"4512",2013-01-02,112.98," if we get tough and make the hard choices we can make america a rich nation and respected once again time to get tough",2,-1,3
"4513",2013-01-02,112.98," remember i told you so ",0,0,0
"4514",2013-01-02,112.98," if you strike out nobody is going to help you not your friends not the government you have to look to look out for yourself think big",-1,-2,2
"4515",2013-01-02,112.98,"new york city hosted over million visitors in ",0,0,0
"4516",2013-01-02,112.98,"obama s deal raises taxes on of national households with obama care taxes kicking in now everyone will be paying for his nd term ",0,1,2
"4517",2013-01-02,112.98,"does any republican have the ability to negotiate ",0,2,2
"4518",2013-01-02,112.98,"this deal rnc voted for has in tax increases for every in spending cuts it is pathetic obama is laughing at them ",-1,0,-2
"4519",2013-01-02,112.98," donald trump praises liljon and welcomes him back to all star celebapprentice ",1,1,5
"4520",2013-01-02,112.98,"congrats to governorcorbett he s right to be suing ncaa over the ridiculous deal made by the trustees of penn state ",-1,0,-3
"4521",2013-01-02,112.98,"my foxandfriends interview from monday discussing obama s tone going over the curb and republican debt ceiling card ",-1,-1,-2
"4522",2013-01-02,112.98," rgiii amp dangerusswilson amp luck are very special players will be great playoff games ",1,2,6
"4523",2013-01-02,112.98,"the republicans must face reality amp create a strong amp positive immigration policy if not they will continue to lose elections ",1,1,4
"4524",2013-01-02,112.98,"congratulations to robinroberts on celebrating days in her bone marrow transplant recovery robin is a special person ",2,4,5
"4525",2013-01-02,112.98,"this is a terrible deal for the country and an embarrassment for republicans ",-2,-1,-5
"4526",2013-01-02,112.98,"via huffpostpol donald trump republicans may be the worst negotiators in history ",0,0,-3
"4527",2013-01-02,112.98,"make sure you realize that this deal is only a stop gap measure obama will be looking to raise even more taxes in the coming negotiation ",0,0,-1
"4528",2013-01-03,113.03," think of yourself as a one man army you re not only the commander in chief you re the soldier as well think like a billionaire",0,1,2
"4529",2013-01-03,113.03," michelle fan i love what governorcorbett is doing ",1,1,6
"4530",2013-01-03,113.03," gop ftw gop third party is tough ",2,-1,3
"4531",2013-01-03,113.03," firefergee perhaps so ",0,0,0
"4532",2013-01-03,113.03," ksherrill thanks ",0,0,2
"4533",2013-01-03,113.03," tonyturko robynkonichiwa she was great ",0,0,3
"4534",2013-01-03,113.03," lovebn thanks heidi ",0,0,2
"4535",2013-01-03,113.03," gretawire greta don t let it get you down you are a winner and tina is not ",1,2,4
"4536",2013-01-03,113.03," pashtunprince march rd ",0,1,0
"4537",2013-01-03,113.03," chadfisher thanks ",0,0,2
"4538",2013-01-03,113.03,"via politicalwire trump not happy with republicans ",2,1,3
"4539",2013-01-03,113.03," jamesche dopey i never went bankrupt ",-1,-1,-3
"4540",2013-01-03,113.03," prince fares a total mess ",-1,0,-2
"4541",2013-01-03,113.03," ahm they just acted but it was obama that promised ",1,0,1
"4542",2013-01-03,113.03,"the boardroom has never been as intense as in the upcoming th season of all star celebapprentice premieres march rd on nbc ",-1,2,1
"4543",2013-01-03,113.03," ms true and true ",0,0,2
"4544",2013-01-03,113.03," sldewey but a bad one ",-1,-1,-3
"4545",2013-01-03,113.03," jimmyscissor isn t that so true and by the millions ",0,0,2
"4546",2013-01-03,113.03," in the end you re measured not by how much you undertake but what you finally accomplish the art of the deal",1,5,2
"4547",2013-01-03,113.03," thesisko rnc sounds like it ",0,0,2
"4548",2013-01-03,113.03,"the republicans look so weak and foolish what the hell are they doing ",-3,-2,-8
"4549",2013-01-03,113.03," jmendowns true ",0,0,2
"4550",2013-01-03,113.03," pastorcab true ",0,0,2
"4551",2013-01-03,113.03," cambriacravy i told you so ",0,0,0
"4552",2013-01-03,113.03," donald trump on cliff other countries are eating our lunch ",1,0,0
"4553",2013-01-03,113.03," prday wilson but he probably won t get it ",1,0,3
"4554",2013-01-03,113.03,"so obama and congress can waste billions in iraq amp afghanistan building roads amp schools but can t get money to the nj amp ny sandy victims ",-1,1,-4
"4555",2013-01-03,113.03," vikinggroup true ",0,0,2
"4556",2013-01-03,113.03," jamesche i do complain ",-1,-1,-2
"4557",2013-01-03,113.03,"i ll bet obama now uses the amendment for the debt ceiling ",-1,-1,-2
"4558",2013-01-03,113.03," beverlism good place ",0,1,3
"4559",2013-01-03,113.03," fleur the art of the deal is a good start ",0,3,3
"4560",2013-01-03,113.03," nicksteinmetz try never give up for lessons in tenacity ",1,1,0
"4561",2013-01-03,113.03," hsword yes ",0,0,1
"4562",2013-01-03,113.03,"republicans had all the cards but not the guts to make a great deal ",0,2,3
"4563",2013-01-03,113.03,"great to see sec clinton leaving the hospital yesterday with chelseaclinton and pres clinton glad she is recuperating ",1,1,6
"4564",2013-01-03,113.03,"i can t believe republican leadership allowed such a stupid deal to be made they are rapidly giving up all of their cards ",-1,1,-2
"4565",2013-01-03,113.03," sarahb i get you ",0,0,0
"4566",2013-01-03,113.03," chartranda yes i thought romney would do better just didn t catch on ",0,0,3
"4567",2013-01-03,113.03," skyhawk yes and i am presbyterian ",0,0,1
"4568",2013-01-03,113.03,"the trump organization is going revolutionize rio de janeiro s downtown port area with trump towers construction begins soon ",3,1,0
"4569",2013-01-03,113.03," maverick thanks i think ",0,0,2
"4570",2013-01-03,113.03," grantgill thanks",0,0,2
"4571",2013-01-03,113.03," markghuneim something used on occasion by many of the world s greatest businessmen ",0,0,3
"4572",2013-01-03,113.03," georgeokc thanks let s see what happens ",0,0,2
"4573",2013-01-03,113.03,"just shows that you can have all the cards and lose if you don t know what you re doing ",-1,0,0
"4574",2013-01-03,113.03," wesdunn wilson ",0,0,0
"4575",2013-01-03,113.03," alancravey that is something to think about isn t it ",0,0,0
"4576",2013-01-03,113.03," pauljosephjr doral is doing great ",0,0,3
"4577",2013-01-03,113.03," mimi mimi perhaps because they are losers ",-1,0,0
"4578",2013-01-03,113.03," spend your time enjoying your big dreams think big",1,1,4
"4579",2013-01-03,113.03," drjoyschaffer i fully understand your question ",0,2,0
"4580",2013-01-03,113.03," hellsbells thanks chris",0,0,2
"4581",2013-01-04,112.58," panchoopanchoo celebapprentice march rd ",0,1,0
"4582",2013-01-04,112.58,"to all young entrepreneurs entering the business world stay positive focused and remember everything has its ups and downs ",1,1,4
"4583",2013-01-04,112.58," dianahartnett march rd ",0,1,0
"4584",2013-01-04,112.58," littllow not great ",0,0,3
"4585",2013-01-04,112.58," adelebrumley adele happy birthday ",1,2,3
"4586",2013-01-04,112.58,"the th season of all star celebapprentice is unique we really pushed the envelope here our great and loyal fans will love it ",3,4,9
"4587",2013-01-04,112.58," neanderthalman nobody says this ",0,0,0
"4588",2013-01-04,112.58," wealth comes from big goals and sustained action toward those goals every day think big",0,2,4
"4589",2013-01-04,112.58," jacksback thanks jack and happy new year ",1,1,5
"4590",2013-01-04,112.58," i aim very high and then just keep pushing and pushing to get what i m after the art of the deal",0,2,0
"4591",2013-01-04,112.58," a meoli true ",0,0,2
"4592",2013-01-04,112.58," richardkle thank you ",0,0,2
"4593",2013-01-04,112.58," kwierzba never give up keep at it ",0,0,0
"4594",2013-01-04,112.58," msccc thanks ",0,0,2
"4595",2013-01-04,112.58," sammypotatoes true ",0,0,2
"4596",2013-01-04,112.58," realkylemorris you will love it ",1,1,3
"4597",2013-01-04,112.58,"make sure you take some time to enjoy the weekend important for your mind and will help you be productive next week ",2,3,6
"4598",2013-01-04,112.58," nypatriots life thanks and happy new year ",1,1,5
"4599",2013-01-04,112.58," never never never give up winston churchill",0,0,0
"4600",2013-01-04,112.58,"take a look at this amazing photo of the cast from the first ever all star celebapprentice ",1,1,4
"4601",2013-01-07,112.49," arsenioofficial thx for the good wishes you are going to have a really big year ",0,1,5
"4602",2013-01-07,112.49," ewanshearer happy birthday",1,2,3
"4603",2013-01-07,112.49,"i hope the republicans are happy just as i predicted that stupid deal they voted for only whetted obama s appetite for more taxes ",0,2,3
"4604",2013-01-07,112.49," when you have confidence you can have a lot of fun and when you have fun you can do amazing things realjoenamath",4,2,10
"4605",2013-01-07,112.49," trump invitational at mar a lago was a huge success raised millions for charity and was the st equestrian event held in palm beach ",1,1,3
"4606",2013-01-07,112.49," v ceo thank you ",0,0,2
"4607",2013-01-07,112.49,"nominating chuck hagel for sod is the wrong move for obama he doesn t need the fight too much political capital will be wasted ",-2,-3,-5
"4608",2013-01-07,112.49,"my foxandfriends interview discussing chuck hagel nomination republicans terrible deal making amp where we go next ",-1,1,-3
"4609",2013-01-07,112.49," yfentrepreneur thanks work hard and good luck ",0,2,7
"4610",2013-01-07,112.49,"trade with china has killed over of us manufacturing jobs in the us ",-1,0,-3
"4611",2013-01-07,112.49," donald trump hosts first ever trump invitational at mar a lago ",1,-1,0
"4612",2013-01-07,112.49," hshoyeb lord sugar piersmorgan thanks",0,1,2
"4613",2013-01-07,112.49," megalove thanks ",0,0,2
"4614",2013-01-07,112.49," jkaburu work hard ",-1,0,-1
"4615",2013-01-07,112.49," frankmdavisjr you are right ",0,0,0
"4616",2013-01-07,112.49,"glad to hear my foxandfriends monday interview continues to get big ratings great way to start your week",1,1,7
"4617",2013-01-07,112.49," what you dream about is what you will do if you cannot even dream of doing big things you will never do anything big in life think big",0,0,2
"4618",2013-01-07,112.49," prncsmo libertyu hi morgan and good luck ",1,2,6
"4619",2013-01-07,112.49," the worst thing you can possibly do in a deal is seem desperate to make it the art of the deal",-2,1,-6
"4620",2013-01-08,113.03," delonmackenze thanks ",0,0,2
"4621",2013-01-08,113.03," in this game knowledge is the key to power think big",0,1,1
"4622",2013-01-08,113.03," adkradio yes send address ",0,0,1
"4623",2013-01-08,113.03," tweetsfromnancy interesting view ",0,1,2
"4624",2013-01-08,113.03," hldrpiper thank you ",0,0,2
"4625",2013-01-08,113.03," rilwanemeje thank you ",0,0,2
"4626",2013-01-08,113.03," theamandarose great ",0,0,3
"4627",2013-01-08,113.03," days thank you ",0,0,2
"4628",2013-01-08,113.03," c a pearson true ",0,0,2
"4629",2013-01-08,113.03," joeisterrific thanks joe ",0,0,2
"4630",2013-01-08,113.03," schutzhund great i would rather it be here by far ",0,0,3
"4631",2013-01-08,113.03," dalasner stay tuned ",0,0,0
"4632",2013-01-08,113.03," conniegrn alabamaftbl you should they are great ",0,0,3
"4633",2013-01-08,113.03," caarlatwiter she s fantastic ",1,0,4
"4634",2013-01-08,113.03," cjohnson billmaher stay tuned ",0,0,0
"4635",2013-01-08,113.03," grant wyeth thanks grant ",0,1,3
"4636",2013-01-08,113.03,"golf odyssey just named trump scotland golf course of the year ",1,0,0
"4637",2013-01-08,113.03," thee frankg it is great thanks ",0,0,5
"4638",2013-01-08,113.03,"what a great couple katherine webb and aj mccarron they are both winners ",1,0,3
"4639",2013-01-08,113.03,"miss alabama katherine webb has been a truly great representative of the ms usa organization we are proud of her ",0,2,3
"4640",2013-01-08,113.03," success breeds success the best way to impress people is through results think like a billionaire",3,2,10
"4641",2013-01-08,113.03," ryanmjanderson celebapprentice march rd ",0,1,0
"4642",2013-01-08,113.03," usfiscalsanity work hard ",-1,0,-1
"4643",2013-01-08,113.03," haley loyal celebapprentice latoyajackson latoya is terrific ",2,1,7
"4644",2013-01-08,113.03," melpace thanks ",0,0,2
"4645",2013-01-08,113.03,"wow golf magazine just named trump scotland best new course ",2,0,7
"4646",2013-01-08,113.03,"why would obama ever nominate someone for sec of defense who opposes sanctions against iran when obama claims to support them ",1,1,2
"4647",2013-01-08,113.03," seanelmi thanks sean ",0,0,2
"4648",2013-01-08,113.03,"we are going to ask katherine webb to be a judge at the miss usa pageant coming up in las vegas ",-1,0,-2
"4649",2013-01-08,113.03," ethwhite hi ethan",0,0,0
"4650",2013-01-08,113.03," mrdewmaster newsbusters i will ",0,0,0
"4651",2013-01-08,113.03," bonbon theteaparty net thanks ",0,0,2
"4652",2013-01-08,113.03," shineb jayleno billmaher thanks",0,0,2
"4653",2013-01-08,113.03," vibow true ",0,0,2
"4654",2013-01-08,113.03,"congratulations to alabamaftbl on winning the bcs championship last night ",2,1,6
"4655",2013-01-08,113.03," kevinm mielke true ",0,0,2
"4656",2013-01-08,113.03," infiniteyounow celebapprentice true ",0,0,2
"4657",2013-01-08,113.03," give me a smart idiot over a stupid genius any day samuel goldwyn",0,-1,-4
"4658",2013-01-08,113.03," tonifreardon foxandfriends thanks ",0,0,2
"4659",2013-01-08,113.03,"the fans are going to love the tasks in the upcoming th season of all star celebapprentice the biggest yet ",2,2,3
"4660",2013-01-08,113.03," dasboot kylemccall true just terrible ",-1,-1,-1
"4661",2013-01-08,113.03," whitneykray ivankatrump great ",0,0,3
"4662",2013-01-08,113.03,"the iranians are sure happy with obama s nomination of hagel already praising hagel as anti israel ",2,2,5
"4663",2013-01-08,113.03," tvtango billrancic great reminder thanks ",0,0,5
"4664",2013-01-09,113.07," davidblanch thanks i think ",0,0,2
"4665",2013-01-09,113.07," brittanytoll theauthentickj not true ",0,0,2
"4666",2013-01-09,113.07," jimmy farney queynewton great good luck james",1,2,9
"4667",2013-01-09,113.07," aynbluefish interesting ",0,1,2
"4668",2013-01-09,113.07," lilkubes great and thanks ",0,0,5
"4669",2013-01-09,113.07," billmaher was so nervous talking about me on the jayleno show i ve never seen him like that ",-1,-1,0
"4670",2013-01-09,113.07," tracyn seems like it ",0,0,2
"4671",2013-01-09,113.07," missusa thanks chelsea you are great ",0,0,5
"4672",2013-01-09,113.07,"via eonline donald trump wants katherine webb for miss usa judge ",0,0,-2
"4673",2013-01-09,113.07," djt biggest fan great ",0,0,6
"4674",2013-01-09,113.07," authenticsig easier said than done ",1,0,0
"4675",2013-01-09,113.07," leadersmag great job ",0,1,3
"4676",2013-01-09,113.07," youcancallmer billmaher jayleno thanks ",0,0,2
"4677",2013-01-09,113.07," all successful people are high energy people who are passionate about what they do find a passion that energizes you think big",3,3,6
"4678",2013-01-09,113.07," experience is the teacher of all things julius caesar",0,1,0
"4679",2013-01-09,113.07," samco no but i hate incompetence ",-2,-2,-6
"4680",2013-01-09,113.07," bradymagic erictrump thank you ",0,0,2
"4681",2013-01-09,113.07," marioraez thanks ",0,0,2
"4682",2013-01-09,113.07," brose thanks good luck ",1,2,8
"4683",2013-01-09,113.07,"small bright spot in lackluster economy travel industry added jobs in ",0,-2,1
"4684",2013-01-09,113.07," tnmouth interesting ",0,1,2
"4685",2013-01-09,113.07," drehm great thanks ",0,0,5
"4686",2013-01-09,113.07,"the charities i have designated for billmaher s donations are police athletic league new york march of dimes hurricane sandy victims ",0,3,-3
"4687",2013-01-09,113.07,"it s amazing that people can say such bad things about me but if i say bad things about them it becomes a national incident ",-1,-1,1
"4688",2013-01-09,113.07," milkncookies not easy ",1,0,1
"4689",2013-01-09,113.07," homeswestfield erictrump myfoxny rosannascotto stjude thank you ",0,0,2
"4690",2013-01-09,113.07," rosegalwines rnc many people agree ",0,1,1
"4691",2013-01-09,113.07," american cancer society and the dana farber cancer center ",-2,0,-1
"4692",2013-01-09,113.07," sandramdocer happy new year sandra ",1,1,3
"4693",2013-01-09,113.07,"i have accepted billmaher s million offer paid to me for charity made on the jayleno show ",0,2,1
"4694",2013-01-09,113.07," nicolewalker i have and i do ",0,0,0
"4695",2013-01-09,113.07,"he s back thegarybusey returns to cause even more trouble in the th season of all star celebapprentice ",-1,1,-2
"4696",2013-01-09,113.07,"i hope billmaher pays quickly so that this money can immediately be given to the charities ",0,2,2
"4697",2013-01-09,113.07,"apparently martinbashir said something about me on his show yesterday i was surprised to find out he is on tv who knew ",0,0,0
"4698",2013-01-09,113.07," nolanitenyc no ",0,0,-1
"4699",2013-01-09,113.07,"this is how it starts obama is now threatening to use an executive order for gun control ",-1,-2,-3
"4700",2013-01-09,113.07," adam integrity true gretawire is great at what she does ",0,1,7
"4701",2013-01-09,113.07,"watch eric at am est today on fox w rosannascotto and david price to discuss eric trump foundation s million donation to st jude",1,2,0
"4702",2013-01-09,113.07," franksfight keep fighting frank never give up ",0,0,0
"4703",2013-01-09,113.07," tappersong the opposite ",0,0,0
"4704",2013-01-09,113.07," kristine kaplan happy birthday kristine",1,2,3
"4705",2013-01-09,113.07,"hagel has been endorsed by china ",1,0,2
"4706",2013-01-09,113.07," chuck hagel wrong for defense ",-1,0,-2
"4707",2013-01-09,113.07,"lawyers have sent billmaher demand notice and necessary documentation ",0,-1,-1
"4708",2013-01-09,113.07,"watch extratv s spot covering the first annual trump invitational at mar a lago ",0,-1,0
"4709",2013-01-10,112.97," famewhorebuster billmaher thanks ",0,0,2
"4710",2013-01-10,112.97," dpdouglass billmaher thanks dana ",0,0,2
"4711",2013-01-10,112.97," jackiediop thanks ",0,0,2
"4712",2013-01-10,112.97," fultonrm billmaher i will ",0,0,0
"4713",2013-01-10,112.97," seame huntin thanks ",0,0,2
"4714",2013-01-10,112.97," trinityjordan i won t ",1,0,3
"4715",2013-01-10,112.97," lversaci billmaher thanks ",0,0,2
"4716",2013-01-10,112.97," keithash kash thanks ",0,0,2
"4717",2013-01-10,112.97," seame huntin est",0,0,0
"4718",2013-01-10,112.97," shaminabaspr mariolopezextra thanks ",0,0,2
"4719",2013-01-10,112.97," mulligan billmaher true ",0,0,2
"4720",2013-01-10,112.97," sellassellas billmaher thanks brandon ",0,0,2
"4721",2013-01-10,112.97," michaelrhorer billmaher thanks ",0,0,2
"4722",2013-01-10,112.97," jarboni billmaher thanks ",0,0,2
"4723",2013-01-10,112.97,"via foxnews donald trump sends bill maher birth certificate awaits million ",1,1,-1
"4724",2013-01-10,112.97," tazracet thanks ",0,0,2
"4725",2013-01-10,112.97,"again don t forget to watch hannityshow tonight on fox at o clock est ",0,0,-1
"4726",2013-01-10,112.97," sophiesmom i will ",0,0,0
"4727",2013-01-10,112.97," storingmaysoul thanks ",0,0,2
"4728",2013-01-10,112.97," johnjohn billmaher jayleno thanks john ",0,-1,2
"4729",2013-01-10,112.97," bertoldo billmaher true ",0,0,2
"4730",2013-01-10,112.97," mstuart foxandfriends true ",0,0,2
"4731",2013-01-10,112.97," davidlemoinejr billmaher i will ",0,0,0
"4732",2013-01-10,112.97," carly russell thanks carly new season starts march rd ",0,1,2
"4733",2013-01-10,112.97," infiniteyounow my honor ",1,1,2
"4734",2013-01-10,112.97," nba hall of famer dennisrodman brings his a game in the th season of all star celebapprentice this time dennis is a star ",0,1,0
