"","Date","Price","Text","bing_score","nrc_score","afin_score"
"1",2009-05-04,53.26,"donald trump will be appearing on the view tomorrow morning to discuss celebrity apprentice and his new book think like a champion ",2,1,2
"2",2009-05-04,53.26,"be sure to tune in and watch donald trump on late night with david letterman as he presents the top ten list tonight ",2,0,2
"3",2009-05-08,56.02,"new blog post celebrity apprentice finale and lessons learned along the way ",0,0,0
"4",2009-05-08,56.02,"donald trump reads top ten financial tips on late show with david letterman ",2,0,2
"5",2009-05-12,56.52,"miss usa tara conner will not be fired i ve always been a believer in second chances says donald trump",0,0,-2
"6",2009-05-12,56.52," my persona will never be that of a wallflower i d rather build walls than cling to them donald j trump",1,1,0
"7",2009-05-13,56.84,"listen to an interview with donald trump discussing his new book think like a champion ",2,1,2
"8",2009-05-14,56.25," strive for wholeness and keep your sense of wonder intact donald j trump ",1,2,2
"9",2009-05-15,56.33,"enter the think like a champion signed book and keychain contest ",1,1,2
"10",2009-05-16,56.33," when the achiever achieves it s not a plateau it s a beginning donald j trump ",1,0,0
"11",2009-05-17,56.33," don t be afraid of being unique it s like being afraid of your best self donald j trump ",-1,1,3
"12",2009-05-18,56.51," we win in our lives by having a champion s view of each moment donald j trump ",3,1,4
"13",2009-05-19,57.12," these days we could all use a little of the power of trumpative thinking barnesandnoble com ",0,0,0
"14",2009-05-20,59.1,"read a great interview with donald trump that appeared in the new york times magazine ",1,0,3
"15",2009-05-20,59.1," always know you could be on the precipice of something great donald j trump ",1,0,3
"16",2009-05-22,58.7,"don t forget to enter the think like a champion signed book and keychain contest ",1,1,1
"17",2009-05-22,58.7," keep it fast short and direct whatever it is donald j trump ",2,0,0
"18",2009-05-23,58.7,"did you know donald trump is on facebook ",1,0,0
"19",2009-05-26,59.05," your higher self is in direct opposition to your comfort zone donald j trump ",1,0,2
"20",2009-05-27,61.28,"read an excerpt from think like a champion by donald j trump ",2,1,2
"21",2009-05-28,63.47," you have to know when to call it quits and when to keep moving forward donald j trump ",1,1,0
"22",2009-06-03,66.15,"check out donald trump s new igoogle showcase page ",1,0,0
"23",2009-06-05,67.77," if you don t have problems you re pretending or you don t run your own business donald j trump ",1,0,-3
"24",2009-06-08,67.61,"last week to enter the think like a champion signed book and keychain contest ",1,1,2
"25",2009-06-14,67.61,"today is donald trump s birthday send him your b day wishes here ",1,1,1
"26",2009-06-15,68.49,"thanks to all for your thoughtful birthday wishes donald trump",2,2,5
"27",2009-06-18,69.96,"re fb vanity urls sf chronicle david beckham was one of the first along with britney spears donald trump ",0,0,0
"28",2009-06-21,69.96," wishing a happy father s day to all the dad s out there you are a champion today and everyday ",2,2,4
"29",2009-06-23,66.36," expand your life every day donald j trump ",1,0,1
"30",2009-06-24,68.47,"donald trump s commercial free wwe raw does big rating ",2,-1,2
"31",2009-06-26,68.1,"re michael jackson he was a great friend and a spectacular entertainer it s a devastating loss donald j trump",0,-1,-2
"32",2009-06-30,68.11,"watch a powerful and frank interview with donald trump about the economy on greta van susteren s on the record ",2,2,2
"33",2009-07-04,68.11,"here s to a safe and happy independence day for one and all enjoy it donald j trump",4,4,6
"34",2009-07-13,58.25," be aware of things that seem inexplicable because they can be a big step towards innovation donald j trump ",2,0,2
"35",2009-07-15,61.25,"donald trump backs apprentice randal pinkett for n j lieutenant governor ",1,0,1
"36",2009-07-22,65.36,"congrats to winners from around the world who entered the think like a champion signed book keychain contest ",2,1,4
"37",2009-07-28,68.53,"check out a list of donald trump s books for summer reading at the trump university blog ",2,2,0
"38",2009-08-04,73.82,"browse donald trump s summer reading list for business success at the trump university blog ",3,3,2
"39",2009-08-11,71.58," think that s the first step use all your power to utilize and develop that capability donald j trump ",2,1,0
"40",2009-08-14,71.33,"ivanka is now on twitter you can follow her ivankatrump have a terrific weekend ",1,0,4
"41",2009-08-20,73.75," watch donald trump s recent appearance on the late show with david letterman ",1,-1,0
"42",2009-08-21,73.71,"watch the miss universe competition live from the bahamas sunday pm et on nbc ",-1,-1,-2
"43",2009-08-23,73.71,"reminder the miss universe competition will be live from the bahamas tonight pm est on nbc ",-1,-1,-2
"44",2009-08-29,73.71," donald trump bids to buy the oreo double stuf racing league check it out ",1,1,0
"45",2009-09-01,68.78," more hysterical dsrl videos featuring donald trump and double trump plus enter golden lick race sweepstakes ",2,-2,-3
"46",2009-09-14,66.91,"read donald trump s top ten tips for success ",3,2,4
"47",2009-09-29,64.63," a lot of people have imagination but can t execute you have to execute with the imagination donald j trump ",1,0,0
"48",2009-10-05,65.26," read what donald trump has to say about daughter ivanka s upcoming new book the trump card ",2,1,0
"49",2009-10-14,72.16,"watch video of ivanka trump sharing business advice with entrepreneurial women on gma ",1,0,0
"50",2009-10-22,78.36,"hear donald trump discuss big gov spending banks taxes on your world w neil cavuto ",1,0,1
"51",2009-10-27,76.69," from donald trump ivanka and jared s wedding was spectacular and they make a beautiful couple i m a very proud father ",4,2,5
"52",2009-11-02,75.56," work has begun ahead of schedule to build the greatest golf course in history trump international scotland ",1,2,3
"53",2009-11-16,77.14,"donald trump partners with tv on new reality series entitled omarosa s ultimate merger ",1,0,1
"54",2009-11-26,77.14,"wishing you and yours a very happy and bountiful thanksgiving ",2,3,4
"55",2009-12-03,77.76,"trump international tower in chicago ranked th tallest building in world by council on tall buildings urban habitat ",1,4,0
"56",2009-12-23,73.87,"from donald trump wishing everyone a wonderful holiday a happy healthy prosperous new year let s think like champions in ",5,5,15
"57",2010-01-12,79.38,"celebrity apprentice returns to nbc sunday pm et pt outstanding list of celebrities season should be the best one yet ",1,0,8
"58",2010-01-15,76.85,"trump tycoon app for iphone ipod touch it s but the advice is priceless ",2,1,0
"59",2010-01-21,74.13,"from donald trump i saw lady gaga last night and she was fantastic ",2,0,4
"60",2010-01-22,72.73,"golf channel donald trump s world of golf host a celebrity match tngc la ca mark wahlberg vs kevin dillon ",1,0,0
"61",2010-02-07,72.73,"superbowl sunday is a great american tradition the colts and saints are already champions but may the best team win ",1,0,10
"62",2010-02-10,70.4,"donald trump appearing today on cnn international s connect the world as connector of the day submit questions ",1,0,0
"63",2010-02-11,72.35,"donald trump appeared on the final episode of the jay leno show to deliver a very special message ",1,1,0
"64",2010-02-26,76.36,"from donald trump i m so proud of my wife melania and the launch of her new jewelry line to debut on qvc on april th at p m ",2,2,2
"65",2010-03-05,79.2,"from donald trump andrea bocelli mar a lago many say best night of entertainment in long history of palm beach ",0,0,3
"66",2010-03-12,79.38,"the celebrity apprentice has a two hour premiere this sunday march th at p m on nbc this will be the best season yet see you then ",0,1,3
"67",2010-03-15,77.08,"the new season of the celebrity apprentice is off to a great start last night it swept the p m hour in every key demographic ",0,0,3
"68",2010-03-17,80.28,"olympic gold medalist evan lysacek just left my office he is in town and wanted to meet me he s a fanastic guy and a true champion ",2,2,2
"69",2010-03-18,80.09,"i am happy to announce that theoriginal apprentice which will offer job opportunities to those in need is coming back ",1,3,5
"70",2010-03-19,78.37,"last week s episode of the celebrity apprentice set the stage for a great new season tune in this sunday on nbc for even more excitement ",1,1,6
"71",2010-03-23,79.17,"the trump hotel collection is currently nominated for conde nast traveler readers choice awards travel leisure and world travel awards ",3,2,3
"72",2010-03-24,78.03,"the original apprentice is coming back do you have what it takes to be the next apprentice for casting details ",0,0,0
"73",2010-03-29,79.89,"the nyc casting call for the apprentice is thisthursday april at trump tower for all the information you need go to nbc com casting ",1,2,0
"74",2010-03-31,80.37,"don t forget the open call at trump tower tomorrow for the apprentice i look forward to seeing you there ",1,2,-1
"75",2010-04-01,82.63,"today s open call drew thousands of eager applicants it was an impressive group i enjoyed meeting them we ve got some great candidates ",3,1,8
"76",2010-04-06,85.05,"then we attended the scottish fashion show that benefits veterans dressed to kilt which i co hosted with sir sean and lady connery ",1,1,2
"77",2010-04-06,85.05,"last night melania and i attended the skating with the stars gala at wollman rink in central park it was fantastic stay tuned for part ",1,0,4
"78",2010-04-06,85.05,"my bestselling book from last april think like a champion is now available in paperback it s inspiring entertaining and a great read ",3,2,10
"79",2010-04-07,84.49,"trump soho opens this friday and it is fantastic check out the trump hotel collection ",3,0,4
"80",2010-04-09,82.77,"this is a terrific day for downtown new york trump soho is unlike anything else be sure to visit this fantastic hotel soon ",3,1,8
"81",2010-04-12,85.21,"the premiere of donald j trump s fabulous world of golf is tomorrow night at p m et on golf channel tune in for a great adventure ",2,1,9
"82",2010-04-13,83.44,"looking forward to seeing the world champion yankees today on opening day ",1,2,0
"83",2010-04-14,85.81," before kids can go places they need a place to go the motto of the police athletic league an organization i m very proud to support",2,5,4
"84",2010-04-16,84.81,"on sunday jerome bettis the bus from the pittsburgh steelers will play at trump int l golf club palm beach against julius erving dr j ",1,0,0
"85",2010-04-20,84.73,"tune in to the marriage ref onthursday night at p m on nbc i m on the panel of experts along with gloria estefan adam carolla ",0,1,0
"86",2010-04-21,84.55,"melania and i saw american idiot on broadway last night and it was great an amazing theatrical experience ",0,-1,4
"87",2010-04-22,84.58,"melania and i will be appearing on the view tomorrow at a m on cbs tune in for some great fun ",1,1,7
"88",2010-04-23,86.09,"to put on your calendar for may miss usa live from las vegas on may th p m et on nbc i ll be there tune in for a great show ",-1,0,1
"89",2010-04-26,86.72,"our thoughts and prayers remain with bret michaels and his family and for his speedy recovery ",2,2,0
"90",2010-04-28,84.59,"melania and i will be appearing on larry king live tonight p m on cnn be sure to tune in for some great conversation ",0,1,3
"91",2010-04-29,86.82,"melania will be on qvc tomorrow night at p m et to introduce her beautiful and inspiring melania timepieces fashion jewelry collection ",2,1,6
"92",2010-04-30,86.19,"be sure to look for my beautiful wife melania trump tonight on qvc at pm et where she will be debuting her fantastic jewelry collection ",3,1,7
"93",2010-05-03,88.09,"looking forward to the miss usa pageant sunday may on nbc p m et hosted by curtis stone and natalie morales ",-1,0,-2
"94",2010-05-03,88.09,"also appearing on the miss usa pageant will be country superstar trace adkins and pop rock sensation boys like girls ",0,1,0
"95",2010-05-03,88.09,"providing backstage commentary at the miss usa pageant will be comedic mother daughter duo joan and melissa rivers a fantastic lineup ",0,2,2
"96",2010-05-05,82.31,"we re all very happy to hear of bret michael s progress and send our best wishes for his full recovery ",3,4,9
"97",2010-05-13,79.41,"looking forward to the miss usa pageant sunday may on nbc p m et hosted by curtis stone natalie morales live from las vegas ",-1,0,-2
"98",2010-05-17,73.87,"congratulations to our new miss usa the beautiful rima fakih rima will represent us well at miss universe and be a wonderful miss usa ",0,2,7
"99",2010-05-19,71.86,"put this on your calendar the celebrity apprentice live finale is this sunday at p m on nbc who will be the next celebrity apprentice ",0,0,0
"100",2010-05-20,69.56,"check out ivanka s new facebook page and keep up with what s happening from the celebrity apprentice to jewlery to free tickets and more ",1,0,1
"101",2010-05-20,69.56,"the latest update on bret michaels is that he s making every effort to attend the live finale of celebrity apprentice on sunday so tune in ",0,1,0
"102",2010-05-21,70.45,"who s your pick bretmichaels or hollyrpeete vote now on ivanka s new facebook page ",0,1,0
"103",2010-05-24,69.62,"congratulations to bret michaels the new celebrity apprentice bret s a true champion all of us were happy to see him and to see him win ",4,2,11
"104",2010-05-25,67.18,"ivanka caught up with bret and holly backstage both bret and holly were champions all the way ",0,0,0
"105",2010-05-25,67.18,"the ratings for the celebrity apprentice were fantastic and everyone had a great time it was a terrific season congrats to everyone ",2,0,13
"106",2010-05-26,70.59,"scotland is beautiful i spent several years looking for the right place visiting over sites and this is absolutely the right place ",1,0,3
"107",2010-05-26,70.59,"the north coast of scotland is spectacular the sea the sand dunes the rolling bluffs we walked the course and it is fantastic ",2,2,4
"108",2010-05-27,73.56,"the dunes here are amazing and they re how i learned about geomorphology which is the study of movement landforms we ve had a great trip",1,1,7
"109",2010-05-28,73,"wishing everyone a happy memorial day weekend with a special thought for all the veterans who have done so much for our freedom ",2,3,6
"110",2010-06-02,72.78,"i ll be turning the table on larry king this saturday night i ll be interviewing him in honor of the th anniversary of his show ",1,2,2
"111",2010-06-04,71.84,"checking out the course at tngc westchester and it is fantastic should be a great season ",1,0,7
"112",2010-06-04,71.84,"be sure to watch the larry king show tomorrow night on cnn p m i ll be the host larry the guest ",0,1,0
"113",2010-06-05,71.84,"tonight i trade places with larry king kingsthings and interview him on the th anniversary of his show pm on cnn featuring best clips ",0,1,3
"114",2010-06-08,71.43,"i am honored to be chosen by gray line for their ny ride of fame campaign today we had the ribbon cutting ceremony in front of trump tower ",3,4,1
"115",2010-06-09,73.68,"check out gray line s site for the donald trump ride of fame ",2,1,0
"116",2010-06-09,73.68,"rima fakih our beautiful miss usa rode with me on the gray line ride of fame yesterday ",1,2,1
"117",2010-06-10,74.33,"wsj covers ride of fame ",1,1,1
"118",2010-06-15,75.29,"and trump soho new york is one of the hottest new hotels anywhere ",2,0,0
"119",2010-06-15,75.29,"had a fantastic dinner last night at quattro in the trump soho hotel it s already one of the hottest new restaurants in the city ",3,1,4
"120",2010-06-17,77.52,"tune in tonight at pm on tv one for the ultimate merger starring the one and only omarosa and twelve brave bachelors ",1,0,2
"121",2010-06-17,77.52,"the ultimate merger ",0,0,0
"122",2010-06-21,78.53,"tonight be sure to watch melania and ivanka on larry king live for a celebrity relief telethon ",1,2,0
"123",2010-06-21,78.53,"for more information on tonight s two hour telethon to p m ",0,1,0
"124",2010-06-22,78.08,"great job on the larry king live gulf telethon last night million was raised in hours ",0,2,3
"125",2010-06-24,75.17,"the eric trump foundation has raised over towards st jude children s research hospital ",1,1,0
"126",2010-06-28,76.66," trading shots with donald trump a great article in the wall street journal",1,0,3
"127",2010-07-01,71.73,"work is expected to begin today on my golf course in scotland it will be spectacular ",1,0,0
"128",2010-07-02,71.75,"wishing everyone a wonderful independence day weekend we have a lot to be thankful for ",2,3,7
"129",2010-07-02,71.75,"due to popular demand cnn will re broadcast the larry king live show i hosted in june in which i interview larry monday july pm cnn",1,0,2
"130",2010-07-06,73.08,"the new edition of the apprentice will be on thursdays this fall at pm et i m putting people back to work ",-1,-1,0
"131",2010-07-14,76.63,"george steinbrenner was a great friend and a true legend there will never be anyone like him in new york we ve lost a truly great man ",-1,0,4
"132",2010-07-19,76.29,"and here s another ",0,0,0
"133",2010-07-19,76.29,"and yet another all of them are spectacular ",1,0,0
"134",2010-07-19,76.29,"visited some very beautiful golf courses this weekend this is one ",1,1,3
"135",2010-07-20,76.31,"i m proud to accept the hollyrod foundation humanitarian award from holly robinson peete who raised on celebrity apprentice",2,4,6
"136",2010-07-29,78.6,"i m helping the serta counting sheep get back to work enter the contest ",1,0,2
"137",2010-07-29,78.6,"could this be my newest apprentice ",0,0,0
"138",2010-07-29,78.6,"and stay at the fantastic trump international hotel las vegas ",2,0,4
"139",2010-07-30,77.5,"enter the contest ",0,0,0
"140",2010-08-04,83.76,"the miss universe pageant will be on august p m on nbc et with bret michaels and natalie morales to co host live from las vegas",-1,1,-2
"141",2010-08-04,83.76,"performing live on the miss universe pageant from the mandalay bay resort casino will be telemundo orianthi john legend and the roots ",-1,-1,-2
"142",2010-08-09,81.54,"mark your calenders for august rd ",0,1,0
"143",2010-08-12,76.63,"eric s sept th event will be held at trump national golf club westchester ",1,0,0
"144",2010-08-12,76.63,"check out the last webisode www youtube com user mattressserta in our part series featuring me with serta which one was your favorite ",1,1,2
"145",2010-08-12,76.63,"check out the last webisode in our part series featuring me with serta which one was your favorite www youtube com user mattressserta",1,1,2
"146",2010-08-12,76.63,"that trip would be to the trump international hotel las vegas ",1,0,0
"147",2010-08-12,76.63,"so don t forget to enter the serta counting sheep for hire contest www youtube com user mattressserta",0,1,-1
"148",2010-08-12,76.63,"friday is the last day to enter the counting sheep for hire contest click here www youtube com user mattressserta and you could win a trip",1,1,4
"149",2010-08-19,74.84,"the original apprentice returns with a two hour premiere on thursday september th looking forward to a fantastic season ",1,1,4
"150",2010-08-19,74.84,"four more days until the miss universe pageant be sure to tune in on monday night at p m on nbc it will be an amazing show ",0,0,2
"151",2010-08-23,73.08,"it s going to get hotter in las vegas tonight watch the miss universe pageant tonight on nbc at p m i m looking forward to being there ",-1,1,-2
"152",2010-08-24,70.61,"congratulations to miss mexico jimena navarrete our new miss universe and congratulations to everyone for a fantastic show ",1,0,4
"153",2010-08-26,74.5,"the miss universe pageant raked in some great ratings a great job by everyone ",-2,1,1
"154",2010-08-30,76.05,"spent a beautiful weekend golfing at trump national golf club westchester and trump national golf club bedminster ",3,0,3
"155",2010-08-31,75.51,"went to the yankees game last night with bill o reilly we had a great time watching the yankees win ",1,0,7
"156",2010-09-01,75.53,"i ll be on the late show with david letterman tonight be sure to tune in for a great show pm on cbs ",0,-1,3
"157",2010-09-02,74.93,"check out serta s counting sheep and me at the trump international hotel new york ",1,0,0
"158",2010-09-02,74.93,"check out trump international hotel tower new york spectacular ",2,1,0
"159",2010-09-07,75.78,"there s a lot going on at the eric trump foundation ",1,1,0
"160",2010-09-07,75.78,"i was invited by caroline wozniacki to sit with her family in her special box during her match at the u s open yesterday she s fantastic ",1,1,4
"161",2010-09-09,77.87,"coming up soon the two hour premiere of the apprentice next thursday september th at pm on nbc ",0,0,0
"162",2010-09-14,78.89,"i am very happy to have the civilian version of the apprentice back on the air this fall there will be excitement as well as opportunity ",1,2,8
"163",2010-09-15,78.46,"eric did a great job with his eric trump foundation annual charity outing i m proud of him ",2,4,5
"164",2010-09-16,78.89,"don t forget to tune in tonight for the two hour premiere of the apprentice pm est on nbc we re all in for a fantastic new season ",1,0,3
"165",2010-09-17,77.43,"be sure to tune in for melania s second qvc show for melania timepieces jewelry tonight live from pm on qvc ",0,0,0
"166",2010-09-23,77.69,"don t forget to tune in tonight at p m on nbc for another action packed episode of the apprentice ",0,1,-1
"167",2010-09-24,78.73,"see the new sizzle reel for the apprentice ",0,0,0
"168",2010-09-30,80.77,"tune in tonight at pm on nbc for another exciting episode of the apprentice and see the dog whisperer make an appearance ",1,1,3
"169",2010-10-01,82.69,"read ivanka s blog about last night s apprentice on entertainment weekly ",0,1,0
"170",2010-10-06,85.01,"i m honored to be presented the award of doctor of business administration honoris causa from robert gordon university in aberdeen scotland",2,3,5
"171",2010-10-07,83.67,"don t forget to tune in tonight for another exciting episode of the apprentice p m on nbc ",1,1,2
"172",2010-10-07,83.67,"scotland is beautiful and trump internatonal golf links scotland is progressing beautifully as well ",3,1,6
"173",2010-10-14,83.55,"be sure to watch the apprentice tonight p m on nbc it s an episode you won t forget ",1,-1,2
"174",2010-10-14,83.55,"an hr solutions company polled employed adults to find out who would make ideal bosses ",1,0,1
"175",2010-10-21,81.28,"don t forget to tune in tonight to see another unpredictable and exciting episode of the apprentice pm on nbc",0,0,2
"176",2010-10-27,81.27,"be prepared for a sensational episode of the apprentice tomorrow night pm on nbc ",1,2,1
"177",2010-10-28,82.97,"i was on the view this morning we talked about the apprentice tonight s episode is a great one tough exciting and surprising pm nbc",2,0,6
"178",2010-11-03,85.33,"i ll be discussing a variety of topics tonight with greta van susteren p m on fox news it will be the first of a two part series ",1,0,0
"179",2010-11-04,86.83,"tonight s episode of the apprentice is one you won t want to miss be sure to tune in p m on nbc ",0,0,2
"180",2010-11-11,88.08,"tonight s episode of the apprentice has a big surprise at the top of the show don t miss it p m on nbc ",0,3,1
"181",2010-11-15,85.49,"my interview last week with greta van susteren is available here in slightly abridged form ",0,0,0
"182",2010-11-18,83.7,"we re getting down to the wire on the apprentice tune in tonight for some great action p m on nbc ",0,1,3
"183",2010-11-18,83.7," cnbc titans donald trump will be shown friday nov th at pm and am sunday at pm and at pm ",1,0,0
"184",2010-11-22,82.34,"staff sgt salvatore a giunta received the medal of honor from pres obama this month it was a great honor to have him visit me today ",2,4,8
"185",2010-11-24,84.53,"my best wishes to everyone for a happy thanksgiving ",1,2,7
"186",2010-11-24,84.53,"watch cnn tomorrow at pm pm and on friday at pm pm for a thanksgiving special hosted by john king i ll be a featured guest ",0,2,0
"187",2010-11-24,84.53,"tomorrow night s episode of the apprentice delivers excitement at qvc along with appearances by isaac mizrahi and cathie black pm on nbc",1,0,3
"188",2010-11-29,85.9,"congratulations to evan lysacek for being nominated si sportsman of the year he s a great guy and he has my vote evanforsi",1,0,5
"189",2010-12-02,89.37,"tonight s episode of the apprentice is one of the best ever we re down to the final and it s high excitement all the way pm on nbc ",1,1,6
"190",2010-12-09,89.93,"tonight is the apprentice finale and it s a fantastic episode in every way with the great liza minnelli performing and a new apprentice ",1,0,7
"191",2010-12-10,89.54,"congratulations to brandy as our new apprentice and to clint for being a great player it s been a terrific season ",2,-2,9
"192",2010-12-13,90.4,"all the hotels currently open in the trump hotel collection have been nominated for travel leisure s world s best awards ",2,1,6
"193",2010-12-13,90.4," trump international hotel las vegas and trump international hotel tower waikiki beach walk ",2,1,0
"194",2010-12-13,90.4,"those five hotels includetrump international hotel tower new york trump soho new york trump international hotel tower chicago ",2,1,0
"195",2010-12-14,90.63,"i ll be appearing on larry king live for his final show thursday night at p m cnn larry s been on tv for years ",0,1,0
"196",2010-12-16,91.09,"don t forget to watch larry king tonight cnn at pm he s a television legend and a great friend it s going to be a fantastic farewell ",1,2,6
"197",2010-12-23,93.63,"wishing everyone a very happy holiday season ",1,2,4
"198",2010-12-30,92.5,"wishing everyone a happy healthy and prosperous new year ",3,3,9
"199",2011-01-12,97.86,"this afternoon i ll be speaking with neil cavuto on your world with neil cavuto p m on fox news ",0,0,0
"200",2011-01-12,97.86,"watch me on late night with jimmy fallon tomorrow night at a m on nbc i ll be making a big announcement ",0,-1,1
"201",2011-01-13,97.86,"don t forget to watch me tonight on late night with jimmy fallon a m on nbc i ll be making a big announcement ",0,-1,0
"202",2011-01-21,96.84,"don t miss my fabulous world of golf now in its second season on golf channel beginning january at pm et celebrity matches and more ",0,1,2
"203",2011-01-21,96.84,"busy doing phoners this week with neil cavuto wolf blitzer fox friends and larry kudlow check out ",0,0,0
"204",2011-01-27,96.48,"the people at shouldtrumprun com have got it right how are our factories supposed to compete with china and other countries ",0,0,0
"205",2011-01-27,96.48," when they have no environmental restrictions america s workers need us ",0,0,-1
"206",2011-01-31,98.97,"don t miss my fabulous world of golf now in its second season on golf channel beginning tonight at pm et ",0,1,2
"207",2011-01-31,98.97,"watch melania on qvc this morning from a m to a m with her third line of her melania timepieces jewelry collection ",0,0,0
"208",2011-02-07,99.44,"be sure to watch oprah today pm on channel i ll be on with my entire family and it will be an entertaining hour ",1,1,2
"209",2011-02-10,100.74,"it was great to appear on piers morgan tonight last night as his first live guest piers won the celebrity apprentice and he s fantastic ",2,0,10
"210",2011-02-11,99.93,"watch my speech at cpac in washington dc yesterday ",0,1,0
"211",2011-02-15,102.48,"check out shouldtrumprun ",0,0,0
"212",2011-02-15,102.48,"i was on cnn yesterday ",0,0,0
"213",2011-02-15,102.48,"foxnewsinsider with comments on my speech at cpac in washington dc ",0,1,0
"214",2011-02-16,102.78,"the westminster dog show asked if i d be interested in meeting hickory a scottish deerhound who won best in show she came to visit today ",1,2,8
"215",2011-02-16,102.78,"from the desk of donald trump two new videos up at ",1,0,0
"216",2011-02-17,103.45,"i was speaking with don imus this morning ",0,1,0
"217",2011-02-17,103.45,"watch the latest from the desk of donald trump at ",1,0,0
"218",2011-02-18,102.2,"check out my interview from msnbc at ",0,0,0
"219",2011-02-22,106.82,"check out today s from the desk of donald trump at ",1,0,0
"220",2011-02-23,109.77,"i answered your questions in today s video watch at ",0,0,0
"221",2011-02-28,112.27,"coming up in march the comedy central roast of donald trump march mark your calendars ",1,1,1
"222",2011-02-28,112.27,"also coming up the celebrity apprentice returns sunday night march at pm est ",0,1,0
"223",2011-02-28,112.27,"check out today s video blog ",0,0,0
"224",2011-03-01,113.34,"i answered some of your questions in today s video ",0,0,0
"225",2011-03-02,116.89,"i was on the today show this morning and then visited regis kelly the celebrity apprentice starts this sunday night don t miss it ",-1,1,-2
"226",2011-03-03,114.42,"i appeared on david letterman last night and don t forget sunday night the first episode of celebrity apprentice will be on nbc at pm ",0,0,-1
"227",2011-03-04,115.71,"watch you ve got donald trump at ",1,0,0
"228",2011-03-07,116.58,"mark it on your calendar comedy central roast march th at pm for the roast of trump ",1,1,1
"229",2011-03-07,116.58,"my thoughts on last night s celebrity apprentice ",0,0,0
"230",2011-03-08,112.32,"more of your questions answered in today s video at ",0,0,0
"231",2011-03-10,114.07,"i will be developing the two tallest towers in the republic of georgia ",0,-1,0
"232",2011-03-11,114.07,"don t forget to tune in to the celebrity apprentice this sunday night pm on nbc the fireworks continue ",0,1,-1
"233",2011-03-14,112.95,"tweet me more of your questions to answer in the next video ",0,0,0
"234",2011-03-14,112.95,"my thoughts on last night s celebrity apprentice ",0,0,0
"235",2011-03-15,111.11,"hey snoopdogg itsthesituation sethmacfarlane oh i m real scared trumproast airs tonight at on comedy central ",-1,0,-1
"236",2011-03-15,111.11,"keep talking about me use trumproast to tweet about how good i look on comedycentral tonight at c ",0,1,3
"237",2011-03-15,111.11,"check out the trump fabulous world of golf site to meet the fazio family master golf course designers ",3,1,4
"238",2011-03-15,111.11,"hey realjeffreyross whitney cummings lisalampanelli you call yourselves comedians trumproast tonight c on comedycentral ",0,0,0
"239",2011-03-15,111.11,"watch as i humiliate a dais full of talent trumproast airs tonight at c on comedy central ",0,0,1
"240",2011-03-16,110.96,"some of your most popular questions answered in today s video ",1,0,3
"241",2011-03-16,110.96," shouldtrumprun hundreds of thousands of supporters have already gone to and joined the movement at shouldtrumprun com have you ",0,1,1
"242",2011-03-16,110.96,"catch me on fox news right now my interview with neil cavuto ",0,0,0
"243",2011-03-17,114.18,"check out my interview on gma ",0,0,0
"244",2011-03-17,114.18,"i ll be on with larry kudlow of the kudlow report tonight on cnbc at p m we ll be discussing current affairs and politics tune in ",0,0,0
"245",2011-03-18,114.13,"the comedy central roast of donald trump last week was the highest rated comedy central roast ever it brought in milion viewers",1,0,1
"246",2011-03-18,114.13,"don t forget the celebrity apprentice sunday night at pm on nbc for another surprising and exciting episode ",1,1,2
"247",2011-03-21,114.92,"i want to see people make lots of and live better lives i really think they can do that through thetrumpnetwork ",0,0,3
"248",2011-03-21,114.92,"here are my thoughts on last night s episode of the celebrity apprentice ",0,0,0
"249",2011-03-21,114.92,"my thoughts on the geico ad and more in today s video blog ",0,0,0
"250",2011-03-21,114.92,"i spoke with fox and friends today watch here ",0,-1,0
"251",2011-03-22,115.63,"check out my most recent interview with cnn ",0,0,0
"252",2011-03-22,115.63,"this is about the money i gave to charity and in response to your comments about gadhafi ",0,2,0
"253",2011-03-23,115.65,"my appearance on the view ",0,0,0
"254",2011-03-28,115.95,"my latest celebrity apprentice video blog ",0,0,0
"255",2011-03-28,115.95,"watch me play both golf and baseball tonight on donald j trump s fabulous world of golf pm et on golf channel ",2,0,4
"256",2011-03-30,115.35,"watch me tonight on the o reilly factor at pm and pm est fox news",0,0,0
"257",2011-03-30,115.35,"watch my latest video blog ",0,0,0
"258",2011-03-31,116.94,"my thoughts on the o reilly factor and more here ",0,0,0
"259",2011-03-31,116.94,"catch the second part of my interview with bill o reilly tonight at pm on fox news ",0,0,0
"260",2011-04-01,118.63,"be sure to watch the celebrity apprentice on sunday at pm on nbc it s an episode you ll want to see and one you won t forget ",1,-1,3
"261",2011-04-12,121.33," danmcisaac hopefully this answers your question ",0,1,2
"262",2011-04-19,121.35,"my appearances on todayshow ",0,0,0
"263",2011-04-25,121.35,"new the next generation videos donaldjtrumpjr ",0,0,0
"264",2011-04-29,121.35,"be sure to watch the celebrity apprentice on sunday night pm on nbc ",0,0,0
"265",2011-05-03,124.01," oreillyfactor is having a poll cast your vote for me at ",0,0,0
"266",2011-05-09,113.21,"watch my appearance on foxandfriends ",0,0,0
"267",2011-05-13,113.08,"a sneak peek at sunday s episode of the celebrity apprentice ",-1,-1,0
"268",2011-05-13,113.08,"guests are raving about our exclusive hotel mattress and so we ve made it available for purchase ",-1,-1,2
